year,state,state_abbreviation,office,candidate,party_detailed,writein,candidatevotes,totalvotes,party_simplified
1988,IOWA,IA,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,2494,1225614,LIBERTARIAN
1988,IOWA,IA,US PRESIDENT,SCATTERING,,FALSE,1613,1225614,OTHER
1988,IOWA,IA,US PRESIDENT,"DUKE, DAVID",PATRIOTIC PARTY,FALSE,755,1225614,OTHER
1988,IOWA,IA,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,540,1225614,OTHER
1988,IOWA,IA,US PRESIDENT,"KENOYER, WILLA",SOCIALIST,FALSE,334,1225614,OTHER
1988,IOWA,IA,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,FALSE,235,1225614,OTHER
1988,IOWA,IA,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,FALSE,205,1225614,OTHER
1988,KANSAS,KS,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,554049,993044,REPUBLICAN
1988,KANSAS,KS,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,422636,993044,DEMOCRAT
1988,KANSAS,KS,US PRESIDENT,,INDEPENDENT,FALSE,16359,993044,OTHER
1988,KENTUCKY,KY,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,734281,1322517,REPUBLICAN
1988,KENTUCKY,KY,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,580368,1322517,DEMOCRAT
1988,KENTUCKY,KY,US PRESIDENT,"DUKE, DAVID",POPULIST,FALSE,4494,1322517,OTHER
1988,KENTUCKY,KY,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,2118,1322517,LIBERTARIAN
1988,KENTUCKY,KY,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,1256,1322517,OTHER
1988,LOUISIANA,LA,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,883702,1628202,REPUBLICAN
1988,LOUISIANA,LA,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,717460,1628202,DEMOCRAT
1988,LOUISIANA,LA,US PRESIDENT,"DUKE, DAVID",POPULIST,FALSE,18612,1628202,OTHER
1988,LOUISIANA,LA,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,4115,1628202,LIBERTARIAN
1988,LOUISIANA,LA,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,2355,1628202,OTHER
1988,LOUISIANA,LA,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,FALSE,1958,1628202,OTHER
1988,MAINE,ME,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,307131,555035,REPUBLICAN
1988,MAINE,ME,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,243569,555035,DEMOCRAT
1988,MAINE,ME,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,2700,555035,LIBERTARIAN
1988,MAINE,ME,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,1405,555035,OTHER
1988,MAINE,ME,US PRESIDENT,,OTHER,FALSE,230,555035,OTHER
1988,MARYLAND,MD,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,876167,1714358,REPUBLICAN
1988,MARYLAND,MD,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,826304,1714358,DEMOCRAT
1988,MARYLAND,MD,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,6748,1714358,LIBERTARIAN
1988,MARYLAND,MD,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,5115,1714358,OTHER
1988,MARYLAND,MD,US PRESIDENT,,,TRUE,24,1714358,OTHER
1988,MASSACHUSETTS,MA,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1401415,2632801,DEMOCRAT
1988,MASSACHUSETTS,MA,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1194635,2632801,REPUBLICAN
1988,MASSACHUSETTS,MA,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,24251,2632801,LIBERTARIAN
1988,MASSACHUSETTS,MA,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,9561,2632801,OTHER
1988,MASSACHUSETTS,MA,US PRESIDENT,,OTHER,FALSE,2939,2632801,OTHER
1988,MICHIGAN,MI,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1965486,3669163,REPUBLICAN
1988,MICHIGAN,MI,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1675783,3669163,DEMOCRAT
1988,MICHIGAN,MI,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,18336,3669163,LIBERTARIAN
1988,MICHIGAN,MI,US PRESIDENT,,OTHER,FALSE,7600,3669163,OTHER
1988,MICHIGAN,MI,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,FALSE,1958,3669163,OTHER
1988,MINNESOTA,MN,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1109471,2096790,DEMOCRAT
1988,MINNESOTA,MN,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,962337,2096790,REPUBLICAN
1988,MINNESOTA,MN,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",PROGRESSIVE,FALSE,5403,2096790,OTHER
1988,MINNESOTA,MN,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,5109,2096790,LIBERTARIAN
1988,MINNESOTA,MN,US PRESIDENT,,,TRUE,3614,2096790,OTHER
1988,MINNESOTA,MN,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,FALSE,2155,2096790,OTHER
1988,MINNESOTA,MN,US PRESIDENT,"HERER, JACK",GRASSROOTS,FALSE,1949,2096790,OTHER
1988,MINNESOTA,MN,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,1734,2096790,OTHER
1988,MINNESOTA,MN,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,FALSE,1702,2096790,OTHER
1988,MINNESOTA,MN,US PRESIDENT,"DUKE, DAVID",POPULIST,FALSE,1529,2096790,OTHER
1988,MINNESOTA,MN,US PRESIDENT,"DENNIS, DELMAR",AMERICAN,FALSE,1298,2096790,OTHER
1988,MINNESOTA,MN,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,FALSE,489,2096790,OTHER
1988,MISSISSIPPI,MS,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,557890,931527,REPUBLICAN
1988,MISSISSIPPI,MS,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,363921,931527,DEMOCRAT
1988,MISSISSIPPI,MS,US PRESIDENT,,INDEPENDENT,FALSE,6387,931527,OTHER
1988,MISSISSIPPI,MS,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,3329,931527,LIBERTARIAN
1988,MISSOURI,MO,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1084953,2093228,REPUBLICAN
1988,MISSOURI,MO,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1001619,2093228,DEMOCRAT
1988,MISSOURI,MO,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,6656,2093228,OTHER
1988,MONTANA,MT,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,190412,365674,REPUBLICAN
1988,MONTANA,MT,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,168936,365674,DEMOCRAT
1988,MONTANA,MT,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,5047,365674,LIBERTARIAN
1988,MONTANA,MT,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,1279,365674,OTHER
1988,NEBRASKA,NE,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,397956,661465,REPUBLICAN
1988,NEBRASKA,NE,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,259235,661465,DEMOCRAT
1988,NEBRASKA,NE,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,2534,661465,LIBERTARIAN
1988,NEBRASKA,NE,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,1740,661465,OTHER
1988,NEVADA,NV,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,206040,343133,REPUBLICAN
1988,NEVADA,NV,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,132738,343133,DEMOCRAT
1988,NEVADA,NV,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,3520,343133,LIBERTARIAN
1988,NEVADA,NV,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,835,343133,OTHER
1988,NEW HAMPSHIRE,NH,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,281537,450525,REPUBLICAN
1988,NEW HAMPSHIRE,NH,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,163696,450525,DEMOCRAT
1988,NEW HAMPSHIRE,NH,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,4502,450525,LIBERTARIAN
1988,NEW HAMPSHIRE,NH,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,790,450525,OTHER
1988,NEW JERSEY,NJ,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1743192,3099553,REPUBLICAN
1988,NEW JERSEY,NJ,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1320352,3099553,DEMOCRAT
1988,NEW JERSEY,NJ,US PRESIDENT,"HERBERG G., LEWIN",PEACE & FREEDOM,FALSE,9953,3099553,OTHER
1988,NEW JERSEY,NJ,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,8421,3099553,LIBERTARIAN
1988,NEW JERSEY,NJ,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,5139,3099553,OTHER
1988,NEW JERSEY,NJ,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",CONSUMER,FALSE,3454,3099553,OTHER
1988,NEW JERSEY,NJ,US PRESIDENT,"KENOYER, WILLA",SOCIALIST,FALSE,2587,3099553,OTHER
1988,NEW JERSEY,NJ,US PRESIDENT,"DUKE, DAVID",POPULIST,FALSE,2446,3099553,OTHER
1988,NEW JERSEY,NJ,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,FALSE,2298,3099553,OTHER
1988,NEW JERSEY,NJ,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,1020,3099553,OTHER
1988,NEW JERSEY,NJ,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,FALSE,691,3099553,OTHER
1988,NEW MEXICO,NM,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,270341,521387,REPUBLICAN
1988,NEW MEXICO,NM,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,244497,521387,DEMOCRAT
1988,NEW MEXICO,NM,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,3368,521387,LIBERTARIAN
1988,NEW MEXICO,NM,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,2237,521387,OTHER
1988,NEW MEXICO,NM,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,FALSE,344,521387,OTHER
1988,NEW MEXICO,NM,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,258,521387,OTHER
1988,NEW MEXICO,NM,US PRESIDENT,"DODGE, EARL",PROHIBITION,FALSE,249,521387,OTHER
1988,NEW MEXICO,NM,US PRESIDENT,,WRITE-IN,TRUE,93,521387,OTHER
1988,NEW YORK,NY,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,3255487,6485683,DEMOCRAT
1988,NEW YORK,NY,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,2838414,6485683,REPUBLICAN
1988,NEW YORK,NY,US PRESIDENT,"BUSH, GEORGE H.W.",CONSERVATIVE,FALSE,243457,6485683,OTHER
1988,NEW YORK,NY,US PRESIDENT,"DUKAKIS, MICHAEL",LIBERAL PARTY,FALSE,92395,6485683,OTHER
1988,NEW YORK,NY,US PRESIDENT,"MARRA, WILLIAM A.",RIGHT-TO-LIFE,FALSE,20497,6485683,OTHER
1988,NEW YORK,NY,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,15845,6485683,OTHER
1988,NEW YORK,NY,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,12109,6485683,LIBERTARIAN
1988,NEW YORK,NY,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,4179,6485683,OTHER
1988,NEW YORK,NY,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,FALSE,3287,6485683,OTHER
1988,NEW YORK,NY,US PRESIDENT,,OTHER,FALSE,13,6485683,OTHER
1988,NORTH CAROLINA,NC,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1237258,2134370,REPUBLICAN
1988,NORTH CAROLINA,NC,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,890167,2134370,DEMOCRAT
1988,NORTH CAROLINA,NC,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,5682,2134370,OTHER
1988,NORTH CAROLINA,NC,US PRESIDENT,"PAUL, RONALD """"RON""""",,TRUE,1263,2134370,OTHER
1988,NORTH DAKOTA,ND,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,166559,297261,REPUBLICAN
1988,NORTH DAKOTA,ND,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,127739,297261,DEMOCRAT
1988,NORTH DAKOTA,ND,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,1315,297261,LIBERTARIAN
1988,NORTH DAKOTA,ND,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,FALSE,905,297261,OTHER
1988,NORTH DAKOTA,ND,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,396,297261,OTHER
1988,NORTH DAKOTA,ND,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,FALSE,347,297261,OTHER
1988,OHIO,OH,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,2416549,4393585,REPUBLICAN
1988,OHIO,OH,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1939629,4393585,DEMOCRAT
1988,OHIO,OH,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,12017,4393585,OTHER
1988,OHIO,OH,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,11926,4393585,LIBERTARIAN
1988,OHIO,OH,US PRESIDENT,,INDEPENDENT,FALSE,7713,4393585,OTHER
1988,OHIO,OH,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,FALSE,5401,4393585,OTHER
1988,OHIO,OH,US PRESIDENT,,,TRUE,350,4393585,OTHER
1988,OKLAHOMA,OK,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,678367,1171036,REPUBLICAN
1988,OKLAHOMA,OK,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,483423,1171036,DEMOCRAT
1988,OKLAHOMA,OK,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,6261,1171036,LIBERTARIAN
1988,OKLAHOMA,OK,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,2985,1171036,OTHER
1988,OREGON,OR,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,616206,1201694,DEMOCRAT
1988,OREGON,OR,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,560126,1201694,REPUBLICAN
1988,OREGON,OR,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,14811,1201694,LIBERTARIAN
1988,OREGON,OR,US PRESIDENT,"FULANI, LENORA",INDEPENDENT,FALSE,6487,1201694,OTHER
1988,OREGON,OR,US PRESIDENT,,OTHER,FALSE,4064,1201694,OTHER
1988,PENNSYLVANIA,PA,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,2300087,4536251,REPUBLICAN
1988,PENNSYLVANIA,PA,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,2194944,4536251,DEMOCRAT
1988,PENNSYLVANIA,PA,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",CONSUMER,FALSE,19158,4536251,OTHER
1988,PENNSYLVANIA,PA,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,12051,4536251,LIBERTARIAN
1988,PENNSYLVANIA,PA,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,4379,4536251,OTHER
1988,PENNSYLVANIA,PA,US PRESIDENT,"DUKE, DAVID",POPULIST,FALSE,3444,4536251,OTHER
1988,PENNSYLVANIA,PA,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,FALSE,2188,4536251,OTHER
1988,RHODE ISLAND,RI,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,225123,404622,DEMOCRAT
1988,RHODE ISLAND,RI,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,177761,404622,REPUBLICAN
1988,RHODE ISLAND,RI,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,825,404622,LIBERTARIAN
1988,RHODE ISLAND,RI,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,280,404622,OTHER
1988,RHODE ISLAND,RI,US PRESIDENT,"HERBERG G., LEWIN",PEACE & FREEDOM,FALSE,195,404622,OTHER
1988,RHODE ISLAND,RI,US PRESIDENT,"DUKE, DAVID",POPULIST,FALSE,159,404622,OTHER
1988,RHODE ISLAND,RI,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,FALSE,130,404622,OTHER
1988,RHODE ISLAND,RI,US PRESIDENT,"KENOYER, WILLA",SOCIALIST,FALSE,96,404622,OTHER
1988,RHODE ISLAND,RI,US PRESIDENT,,,TRUE,53,404622,OTHER
1988,SOUTH CAROLINA,SC,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,606443,986009,REPUBLICAN
1988,SOUTH CAROLINA,SC,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,370554,986009,DEMOCRAT
1988,SOUTH CAROLINA,SC,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,4935,986009,LIBERTARIAN
1988,SOUTH CAROLINA,SC,US PRESIDENT,"FULANI, LENORA",UNITED CITIZENS,FALSE,4077,986009,OTHER
1988,SOUTH DAKOTA,SD,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,165415,312991,REPUBLICAN
1988,SOUTH DAKOTA,SD,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,145560,312991,DEMOCRAT
1988,SOUTH DAKOTA,SD,US PRESIDENT,,INDEPENDENT,FALSE,2016,312991,OTHER
1988,TENNESSEE,TN,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,947233,1636250,REPUBLICAN
1988,TENNESSEE,TN,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,679794,1636250,DEMOCRAT
1988,TENNESSEE,TN,US PRESIDENT,,INDEPENDENT,FALSE,8938,1636250,OTHER
1988,TENNESSEE,TN,US PRESIDENT,,,TRUE,285,1636250,OTHER
1988,TEXAS,TX,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,3036829,5427410,REPUBLICAN
1988,TEXAS,TX,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,2352748,5427410,DEMOCRAT
1988,TEXAS,TX,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,30355,5427410,LIBERTARIAN
1988,TEXAS,TX,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,7208,5427410,OTHER
1988,TEXAS,TX,US PRESIDENT,,,TRUE,270,5427410,OTHER
1988,UTAH,UT,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,428442,647008,REPUBLICAN
1988,UTAH,UT,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,207343,647008,DEMOCRAT
1988,UTAH,UT,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,7473,647008,LIBERTARIAN
1988,UTAH,UT,US PRESIDENT,"DENNIS, DELMAR",AMERICAN,FALSE,2158,647008,OTHER
1988,UTAH,UT,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,455,647008,OTHER
1988,UTAH,UT,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,FALSE,427,647008,OTHER
1988,UTAH,UT,US PRESIDENT,"YOUNGKEIT, LOUIE G.",INDEPENDENT,FALSE,372,647008,OTHER
1988,UTAH,UT,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,FALSE,209,647008,OTHER
1988,UTAH,UT,US PRESIDENT,"KENOYER, WILLA",SOCIALIST,FALSE,129,647008,OTHER
1988,VERMONT,VT,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,124331,243328,REPUBLICAN
1988,VERMONT,VT,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,115775,243328,DEMOCRAT
1988,VERMONT,VT,US PRESIDENT,SCATTERING,,FALSE,1134,243328,OTHER
1988,VERMONT,VT,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,1000,243328,LIBERTARIAN
1988,VERMONT,VT,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,275,243328,OTHER
1988,VERMONT,VT,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,205,243328,OTHER
1988,VERMONT,VT,US PRESIDENT,"DUKE, DAVID",POPULIST,FALSE,189,243328,OTHER
1988,VERMONT,VT,US PRESIDENT,"HERBERG G., LEWIN",PEACE & FREEDOM,FALSE,164,243328,OTHER
1988,VERMONT,VT,US PRESIDENT,"KENOYER, WILLA",LIBERTY UNION PARTY,FALSE,142,243328,OTHER
1988,VERMONT,VT,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,FALSE,113,243328,OTHER
1988,VIRGINIA,VA,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1309162,2191609,REPUBLICAN
1988,VIRGINIA,VA,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,859799,2191609,DEMOCRAT
1988,VIRGINIA,VA,US PRESIDENT,"FULANI, LENORA",INDEPENDENT,FALSE,14312,2191609,OTHER
1988,VIRGINIA,VA,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,8336,2191609,LIBERTARIAN
1988,WASHINGTON,WA,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,933516,1865253,DEMOCRAT
1988,WASHINGTON,WA,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,903835,1865253,REPUBLICAN
1988,WASHINGTON,WA,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,17240,1865253,LIBERTARIAN
1988,WASHINGTON,WA,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,4412,1865253,OTHER
1988,WASHINGTON,WA,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,3520,1865253,OTHER
1988,WASHINGTON,WA,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,1440,1865253,OTHER
1988,WASHINGTON,WA,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,FALSE,1290,1865253,OTHER
1988,WEST VIRGINIA,WV,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,341016,653311,DEMOCRAT
1988,WEST VIRGINIA,WV,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,310065,653311,REPUBLICAN
1988,WEST VIRGINIA,WV,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,2230,653311,OTHER
1988,WISCONSIN,WI,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1126794,2191608,DEMOCRAT
1988,WISCONSIN,WI,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1047499,2191608,REPUBLICAN
1988,WISCONSIN,WI,US PRESIDENT,,INDEPENDENT,FALSE,15042,2191608,OTHER
1988,WISCONSIN,WI,US PRESIDENT,SCATTERING,,FALSE,2273,2191608,OTHER
1988,WYOMING,WY,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,106867,176551,REPUBLICAN
1988,WYOMING,WY,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,67113,176551,DEMOCRAT
1988,WYOMING,WY,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,2026,176551,LIBERTARIAN
1988,WYOMING,WY,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,545,176551,OTHER
1992,ALABAMA,AL,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,804283,1688060,REPUBLICAN
1992,ALABAMA,AL,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,690080,1688060,DEMOCRAT
1992,ALABAMA,AL,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,183109,1688060,OTHER
1992,ALABAMA,AL,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,5737,1688060,LIBERTARIAN
1992,ALABAMA,AL,US PRESIDENT,OTHER,INDEPENDENT,FALSE,4128,1688060,OTHER
1992,ALABAMA,AL,US PRESIDENT,,,TRUE,723,1688060,OTHER
1992,ALASKA,AK,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,102000,258506,REPUBLICAN
1992,ALASKA,AK,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,78294,258506,DEMOCRAT
1992,ALASKA,AK,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,73481,258506,OTHER
1992,ALASKA,AK,US PRESIDENT,"GRITZ, JAMES """"BO""""",AMERICA FIRST,FALSE,1379,258506,OTHER
1992,ALASKA,AK,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,1378,258506,LIBERTARIAN
1992,ALASKA,AK,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENTS FOR ECONOMIC RECOVERY,FALSE,469,258506,OTHER
