year,state,state_abbreviation,office,candidate,party_detailed,writein,candidatevotes,totalvotes,party_simplified
1992,ALASKA,AK,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,433,258506,OTHER
1992,ALASKA,AK,US PRESIDENT,"PHILLIPS, HOWARD",TAXPAYERS PARTY,FALSE,377,258506,OTHER
1992,ALASKA,AK,US PRESIDENT,,,TRUE,365,258506,OTHER
1992,ALASKA,AK,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,330,258506,OTHER
1992,ARIZONA,AZ,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,572086,1486975,REPUBLICAN
1992,ARIZONA,AZ,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,543050,1486975,DEMOCRAT
1992,ARIZONA,AZ,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,353741,1486975,OTHER
1992,ARIZONA,AZ,US PRESIDENT,"GRITZ, JAMES """"BO""""",INDEPENDENT,FALSE,8141,1486975,OTHER
1992,ARIZONA,AZ,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,6759,1486975,LIBERTARIAN
1992,ARIZONA,AZ,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,2267,1486975,OTHER
1992,ARIZONA,AZ,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,923,1486975,OTHER
1992,ARIZONA,AZ,US PRESIDENT,,,TRUE,8,1486975,OTHER
1992,ARKANSAS,AR,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,505823,950653,DEMOCRAT
1992,ARKANSAS,AR,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,337324,950653,REPUBLICAN
1992,ARKANSAS,AR,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,99132,950653,OTHER
1992,ARKANSAS,AR,US PRESIDENT,OTHER,INDEPENDENT,FALSE,8374,950653,OTHER
1992,CALIFORNIA,CA,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,5121325,11131721,DEMOCRAT
1992,CALIFORNIA,CA,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,3630574,11131721,REPUBLICAN
1992,CALIFORNIA,CA,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,2296006,11131721,OTHER
1992,CALIFORNIA,CA,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,48139,11131721,LIBERTARIAN
1992,CALIFORNIA,CA,US PRESIDENT,"DANIELS, RON",PEACE & FREEDOM,FALSE,18597,11131721,OTHER
1992,CALIFORNIA,CA,US PRESIDENT,"PHILLIPS, HOWARD",AMERICAN INDEPENDENT PARTY,FALSE,12711,11131721,OTHER
1992,CALIFORNIA,CA,US PRESIDENT,,,TRUE,4369,11131721,OTHER
1992,COLORADO,CO,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,629681,1569180,DEMOCRAT
1992,COLORADO,CO,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,562850,1569180,REPUBLICAN
1992,COLORADO,CO,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,366010,1569180,OTHER
1992,COLORADO,CO,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,8669,1569180,LIBERTARIAN
1992,COLORADO,CO,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,1608,1569180,OTHER
1992,COLORADO,CO,US PRESIDENT,"GRITZ, JAMES """"BO""""",DEMOCRAT/REPUBLICAN,FALSE,274,1569180,OTHER
1992,COLORADO,CO,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,47,1569180,OTHER
1992,COLORADO,CO,US PRESIDENT,PROHIBITION,PROHIBITION,FALSE,21,1569180,OTHER
1992,COLORADO,CO,US PRESIDENT,UNAFFILIATED,UNAFFILIATED,FALSE,20,1569180,OTHER
1992,CONNECTICUT,CT,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,682318,1616156,DEMOCRAT
1992,CONNECTICUT,CT,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,578313,1616156,REPUBLICAN
1992,CONNECTICUT,CT,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,348771,1616156,OTHER
1992,CONNECTICUT,CT,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,5391,1616156,LIBERTARIAN
1992,CONNECTICUT,CT,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,1363,1616156,OTHER
1992,DELAWARE,DE,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,126054,289620,DEMOCRAT
1992,DELAWARE,DE,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,102313,289620,REPUBLICAN
1992,DELAWARE,DE,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,59213,289620,OTHER
1992,DELAWARE,DE,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,1105,289620,OTHER
1992,DELAWARE,DE,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,935,289620,LIBERTARIAN
1992,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,192619,227572,DEMOCRAT
1992,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,20698,227572,REPUBLICAN
1992,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,9681,227572,OTHER
1992,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,1459,227572,OTHER
1992,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"DANIELS, RONALD",INDEPENDENT,FALSE,1446,227572,OTHER
1992,DISTRICT OF COLUMBIA,DC,US PRESIDENT,,,TRUE,676,227572,OTHER
1992,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,467,227572,LIBERTARIAN
1992,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,230,227572,OTHER
1992,DISTRICT OF COLUMBIA,DC,US PRESIDENT,OTHER,SOCIALIST,FALSE,191,227572,OTHER
1992,DISTRICT OF COLUMBIA,DC,US PRESIDENT,OTHER,SOCIALIST WORKERS,FALSE,105,227572,OTHER
1992,FLORIDA,FL,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,2173310,5313392,REPUBLICAN
1992,FLORIDA,FL,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,2071698,5313392,DEMOCRAT
1992,FLORIDA,FL,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,1053067,5313392,OTHER
1992,FLORIDA,FL,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,15079,5313392,LIBERTARIAN
1992,FLORIDA,FL,US PRESIDENT,,,TRUE,238,5313392,OTHER
1992,GEORGIA,GA,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,1008966,2321133,DEMOCRAT
1992,GEORGIA,GA,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,995252,2321133,REPUBLICAN
1992,GEORGIA,GA,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,309657,2321133,OTHER
1992,GEORGIA,GA,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,7110,2321133,LIBERTARIAN
1992,GEORGIA,GA,US PRESIDENT,,,TRUE,148,2321133,OTHER
1992,HAWAII,HI,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,179310,372842,DEMOCRAT
1992,HAWAII,HI,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,136822,372842,REPUBLICAN
1992,HAWAII,HI,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,53003,372842,OTHER
1992,HAWAII,HI,US PRESIDENT,"GRITZ, JAMES """"BO""""",INDEPENDENT,FALSE,1452,372842,OTHER
1992,HAWAII,HI,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,1119,372842,LIBERTARIAN
1992,HAWAII,HI,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,720,372842,OTHER
1992,HAWAII,HI,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,416,372842,OTHER
1992,IDAHO,ID,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,202645,482114,REPUBLICAN
1992,IDAHO,ID,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,137013,482114,DEMOCRAT
1992,IDAHO,ID,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,130395,482114,OTHER
1992,IDAHO,ID,US PRESIDENT,"GRITZ, JAMES """"BO""""",INDEPENDENT,FALSE,10894,482114,OTHER
1992,IDAHO,ID,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,1167,482114,LIBERTARIAN
1992,ILLINOIS,IL,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,2453350,5050157,DEMOCRAT
1992,ILLINOIS,IL,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1734096,5050157,REPUBLICAN
1992,ILLINOIS,IL,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,840515,5050157,OTHER
1992,ILLINOIS,IL,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,9218,5050157,LIBERTARIAN
1992,ILLINOIS,IL,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,5267,5050157,OTHER
1992,ILLINOIS,IL,US PRESIDENT,"GRITZ, JAMES """"BO""""",POPULIST,FALSE,3577,5050157,OTHER
1992,ILLINOIS,IL,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,2751,5050157,OTHER
1992,ILLINOIS,IL,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,FALSE,1361,5050157,OTHER
1992,ILLINOIS,IL,US PRESIDENT,,,TRUE,22,5050157,OTHER
1992,INDIANA,IN,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,989375,2305871,REPUBLICAN
1992,INDIANA,IN,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,848420,2305871,DEMOCRAT
1992,INDIANA,IN,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,455934,2305871,OTHER
1992,INDIANA,IN,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,7936,2305871,LIBERTARIAN
1992,INDIANA,IN,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,2583,2305871,OTHER
1992,INDIANA,IN,US PRESIDENT,,,TRUE,1623,2305871,OTHER
1992,IOWA,IA,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,586353,1354607,DEMOCRAT
1992,IOWA,IA,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,504891,1354607,REPUBLICAN
1992,IOWA,IA,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,253468,1354607,OTHER
1992,IOWA,IA,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,3079,1354607,OTHER
1992,IOWA,IA,US PRESIDENT,OTHER,,FALSE,1753,1354607,OTHER
1992,IOWA,IA,US PRESIDENT,"GRITZ, JAMES """"BO""""",AMERICA FIRST,FALSE,1177,1354607,OTHER
1992,IOWA,IA,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,1076,1354607,LIBERTARIAN
1992,IOWA,IA,US PRESIDENT,BLANK VOTE/SCATTERING,,FALSE,741,1354607,OTHER
1992,IOWA,IA,US PRESIDENT,"HERER, JACK",GRASSROOTS,FALSE,669,1354607,OTHER
1992,IOWA,IA,US PRESIDENT,"PHILLIPS, HOWARD",TAXPAYERS PARTY,FALSE,480,1354607,OTHER
1992,IOWA,IA,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,FALSE,273,1354607,OTHER
1992,IOWA,IA,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENTS FOR ECONOMIC RECOVERY,FALSE,238,1354607,OTHER
1992,IOWA,IA,US PRESIDENT,OTHER,CAMPAIGN FOR A NEW TOMORROW,FALSE,212,1354607,OTHER
1992,IOWA,IA,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,197,1354607,OTHER
1992,KANSAS,KS,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,449951,1157236,REPUBLICAN
1992,KANSAS,KS,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,390434,1157236,DEMOCRAT
1992,KANSAS,KS,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,312358,1157236,OTHER
1992,KANSAS,KS,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,4314,1157236,LIBERTARIAN
1992,KANSAS,KS,US PRESIDENT,,,TRUE,179,1157236,OTHER
1992,KENTUCKY,KY,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,665104,1492900,DEMOCRAT
1992,KENTUCKY,KY,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,617178,1492900,REPUBLICAN
1992,KENTUCKY,KY,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,203944,1492900,OTHER
1992,KENTUCKY,KY,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,4513,1492900,LIBERTARIAN
1992,KENTUCKY,KY,US PRESIDENT,"PHILLIPS, HOWARD",TAXPAYERS PARTY,FALSE,989,1492900,OTHER
1992,KENTUCKY,KY,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,695,1492900,OTHER
1992,KENTUCKY,KY,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,430,1492900,OTHER
1992,KENTUCKY,KY,US PRESIDENT,,,TRUE,47,1492900,OTHER
1992,LOUISIANA,LA,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,815971,1790017,DEMOCRAT
1992,LOUISIANA,LA,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,733386,1790017,REPUBLICAN
1992,LOUISIANA,LA,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,211478,1790017,OTHER
1992,LOUISIANA,LA,US PRESIDENT,"GRITZ, JAMES """"BO""""",AMERICA FIRST,FALSE,18545,1790017,OTHER
1992,LOUISIANA,LA,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,3155,1790017,LIBERTARIAN
1992,LOUISIANA,LA,US PRESIDENT,OTHER,EQUAL JUSTICE AND OPPORTUNITY,FALSE,1663,1790017,OTHER
1992,LOUISIANA,LA,US PRESIDENT,"PHILLIPS, HOWARD",TAXPAYERS PARTY,FALSE,1552,1790017,OTHER
1992,LOUISIANA,LA,US PRESIDENT,"FULANI, LENORA",MORE PERFECT DEMOCRACY,FALSE,1434,1790017,OTHER
1992,LOUISIANA,LA,US PRESIDENT,"LAROUCHE, LYNDON, JR.","JUSTICE, INDUSTRY, AND AGRICULTURE",FALSE,1136,1790017,OTHER
1992,LOUISIANA,LA,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,889,1790017,OTHER
1992,LOUISIANA,LA,US PRESIDENT,"YIAMOUYIANNIS, JOHN",INDEPENDENT,FALSE,808,1790017,OTHER
1992,MAINE,ME,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,263420,679499,DEMOCRAT
1992,MAINE,ME,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,206820,679499,OTHER
1992,MAINE,ME,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,206504,679499,REPUBLICAN
1992,MAINE,ME,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,1681,679499,LIBERTARIAN
1992,MAINE,ME,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,519,679499,OTHER
1992,MAINE,ME,US PRESIDENT,"PHILLIPS, HOWARD",TAXPAYERS PARTY,FALSE,464,679499,OTHER
1992,MAINE,ME,US PRESIDENT,OTHER,,FALSE,91,679499,OTHER
1992,MARYLAND,MD,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,988571,1984580,DEMOCRAT
1992,MARYLAND,MD,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,707094,1984580,REPUBLICAN
1992,MARYLAND,MD,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,281414,1984580,OTHER
1992,MARYLAND,MD,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,4715,1984580,LIBERTARIAN
1992,MARYLAND,MD,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,2786,1984580,OTHER
1992,MASSACHUSETTS,MA,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,1318639,2773664,DEMOCRAT
1992,MASSACHUSETTS,MA,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,805039,2773664,REPUBLICAN
1992,MASSACHUSETTS,MA,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,630731,2773664,OTHER
1992,MASSACHUSETTS,MA,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,9021,2773664,LIBERTARIAN
1992,MASSACHUSETTS,MA,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,3172,2773664,OTHER
1992,MASSACHUSETTS,MA,US PRESIDENT,OTHER,INDEPENDENT VOTERS,FALSE,2218,2773664,OTHER
1992,MASSACHUSETTS,MA,US PRESIDENT,OTHER,,FALSE,1990,2773664,OTHER
1992,MASSACHUSETTS,MA,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,1812,2773664,OTHER
1992,MASSACHUSETTS,MA,US PRESIDENT,"LAROUCHE, LYNDON, JR.",LAROUCHE FOR PRESIDENT PARTY,FALSE,1027,2773664,OTHER
1992,MASSACHUSETTS,MA,US PRESIDENT,"BRISBEN, J. QUINN",SOCIALIST PARTY USA,FALSE,13,2773664,OTHER
1992,MASSACHUSETTS,MA,US PRESIDENT,"DODGE, EARL",PROHIBITION,FALSE,2,2773664,OTHER
1992,MICHIGAN,MI,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,1871182,4274673,DEMOCRAT
1992,MICHIGAN,MI,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1554940,4274673,REPUBLICAN
1992,MICHIGAN,MI,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,824813,4274673,OTHER
1992,MICHIGAN,MI,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,10175,4274673,LIBERTARIAN
1992,MICHIGAN,MI,US PRESIDENT,"PHILLIPS, HOWARD",TISCH INDEPENDENT CITIZENS,FALSE,8263,4274673,OTHER
1992,MICHIGAN,MI,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,2954,4274673,OTHER
1992,MICHIGAN,MI,US PRESIDENT,"HALYARD, HELEN",WORKERS WORLD,FALSE,1432,4274673,OTHER
1992,MICHIGAN,MI,US PRESIDENT,,,TRUE,914,4274673,OTHER
1992,MINNESOTA,MN,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,1020997,2347948,DEMOCRAT
1992,MINNESOTA,MN,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,747841,2347948,REPUBLICAN
1992,MINNESOTA,MN,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,562506,2347948,OTHER
1992,MINNESOTA,MN,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,3374,2347948,LIBERTARIAN
1992,MINNESOTA,MN,US PRESIDENT,"GRITZ, JAMES """"BO""""",CONSTITUTION PARTY,FALSE,3363,2347948,OTHER
1992,MINNESOTA,MN,US PRESIDENT,"HERER, JACK",GRASSROOTS,FALSE,2659,2347948,OTHER
1992,MINNESOTA,MN,US PRESIDENT,,,TRUE,2499,2347948,OTHER
1992,MINNESOTA,MN,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,1406,2347948,OTHER
1992,MINNESOTA,MN,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,FALSE,990,2347948,OTHER
1992,MINNESOTA,MN,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,958,2347948,OTHER
1992,MINNESOTA,MN,US PRESIDENT,"PHILLIPS, HOWARD",TAXPAYERS PARTY,FALSE,733,2347948,OTHER
1992,MINNESOTA,MN,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENTS FOR ECONOMIC RECOVERY,FALSE,622,2347948,OTHER
1992,MISSISSIPPI,MS,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,487793,981793,REPUBLICAN
1992,MISSISSIPPI,MS,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,400258,981793,DEMOCRAT
1992,MISSISSIPPI,MS,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,85626,981793,OTHER
1992,MISSISSIPPI,MS,US PRESIDENT,OTHER,INDEPENDENT,FALSE,4310,981793,OTHER
1992,MISSISSIPPI,MS,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,2154,981793,LIBERTARIAN
1992,MISSISSIPPI,MS,US PRESIDENT,"PHILLIPS, HOWARD",TAXPAYERS PARTY,FALSE,1652,981793,OTHER
1992,MISSOURI,MO,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,1053873,2391270,DEMOCRAT
1992,MISSOURI,MO,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,811159,2391270,REPUBLICAN
1992,MISSOURI,MO,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,518741,2391270,OTHER
1992,MISSOURI,MO,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,7497,2391270,LIBERTARIAN
1992,MONTANA,MT,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,154507,410583,DEMOCRAT
1992,MONTANA,MT,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,144207,410583,REPUBLICAN
1992,MONTANA,MT,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,107225,410583,OTHER
1992,MONTANA,MT,US PRESIDENT,OTHER,INDEPENDENT,FALSE,3658,410583,OTHER
1992,MONTANA,MT,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,986,410583,LIBERTARIAN
1992,NEBRASKA,NE,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,343678,737546,REPUBLICAN
1992,NEBRASKA,NE,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,216864,737546,DEMOCRAT
1992,NEBRASKA,NE,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,174104,737546,OTHER
1992,NEBRASKA,NE,US PRESIDENT,OTHER,INDEPENDENT,FALSE,1560,737546,OTHER
1992,NEBRASKA,NE,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,1340,737546,LIBERTARIAN
1992,NEVADA,NV,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,189148,506318,DEMOCRAT
1992,NEVADA,NV,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,175828,506318,REPUBLICAN
1992,NEVADA,NV,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,132580,506318,OTHER
1992,NEVADA,NV,US PRESIDENT,"GRITZ, JAMES """"BO""""",POPULIST,FALSE,2892,506318,OTHER
1992,NEVADA,NV,US PRESIDENT,OTHER,,FALSE,2537,506318,OTHER
1992,NEVADA,NV,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,1835,506318,LIBERTARIAN
1992,NEVADA,NV,US PRESIDENT,"PHILLIPS, HOWARD",INDEPENDENT AMERICAN,FALSE,677,506318,OTHER
1992,NEVADA,NV,US PRESIDENT,"FULANI, LENORA",INDEPENDENT,FALSE,483,506318,OTHER
1992,NEVADA,NV,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,338,506318,OTHER
1992,NEW HAMPSHIRE,NH,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,209040,537215,DEMOCRAT
1992,NEW HAMPSHIRE,NH,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,202484,537215,REPUBLICAN
1992,NEW HAMPSHIRE,NH,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,121337,537215,OTHER
1992,NEW HAMPSHIRE,NH,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,3548,537215,LIBERTARIAN
1992,NEW HAMPSHIRE,NH,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,512,537215,OTHER
1992,NEW HAMPSHIRE,NH,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,294,537215,OTHER
1992,NEW JERSEY,NJ,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,1436206,3343594,DEMOCRAT
1992,NEW JERSEY,NJ,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1356865,3343594,REPUBLICAN
1992,NEW JERSEY,NJ,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,521829,3343594,OTHER
1992,NEW JERSEY,NJ,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,6822,3343594,LIBERTARIAN
1992,NEW JERSEY,NJ,US PRESIDENT,"BRADFORD, DREW",INDEPENDENT,FALSE,4749,3343594,OTHER
1992,NEW JERSEY,NJ,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,3513,3343594,OTHER
1992,NEW JERSEY,NJ,US PRESIDENT,"PHILLIPS, HOWARD",TAXPAYERS PARTY,FALSE,2670,3343594,OTHER
1992,NEW JERSEY,NJ,US PRESIDENT,"LAROUCHE, LYNDON, JR.",6 MILLION JOBS,FALSE,2095,3343594,OTHER
1992,NEW JERSEY,NJ,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,FALSE,2011,3343594,OTHER
1992,NEW JERSEY,NJ,US PRESIDENT,"DANIELS, RON",RON DANIELS INDEPENDENT,FALSE,1996,3343594,OTHER
1992,NEW JERSEY,NJ,US PRESIDENT,"GRITZ, JAMES """"BO""""",AMERICA FIRST POPULIST,FALSE,1867,3343594,OTHER
1992,NEW JERSEY,NJ,US PRESIDENT,"HAYLARD, HELEN",WORKERS LEAGUE,FALSE,1618,3343594,OTHER
1992,NEW JERSEY,NJ,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,FALSE,1353,3343594,OTHER
1992,NEW MEXICO,NM,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,FALSE,261617,569986,DEMOCRAT
1992,NEW MEXICO,NM,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,212824,569986,REPUBLICAN
1992,NEW MEXICO,NM,US PRESIDENT,"PEROT, ROSS",INDEPENDENT,FALSE,91895,569986,OTHER
1992,NEW MEXICO,NM,US PRESIDENT,"MARROU, ANDRE",LIBERTARIAN,FALSE,1615,569986,LIBERTARIAN
